_id,date,author_mail,author_name,text,theme
5efd7cf9f8d8ac174e495453,2020-06-26T20:35:00.000Z,security@id.mail.ru,Mail.ru,"[""Вход с нового устройства в аккаунт\n study.ai_172@mail.ru "",""в аккаунт"",""В аккаунт study.ai_172@mail.ru вошли с нового устройства."",""Если вы этого не делали, измените пароль, чтобы обезопасить аккаунт."",""Время"",""26 июня, 20:35"",""Устройство"",""Роботы, Роботы, Санкт-Петербург, Россия"",""Узнайте, как защитить аккаунт, на нашем сайте по безопасности."",""Вы получили это письмо, потому что являетесь пользователем Mail‌.ru на основании Пользовательского соглашения."",""‌"",""Copyright 2020 Mail‌.ru Group, Москва — Все права защищены."",""‌"",""Служба поддержки      Mail ID""]",Вход с нового устройства в аккаунт
5efd7cfdf8d8ac174e495455,2020-06-26T20:34:00.000Z,security@id.mail.ru,Mail.ru,"[""Вход с нового устройства в аккаунт\n study.ai_172@mail.ru "",""в аккаунт"",""В аккаунт study.ai_172@mail.ru вошли с нового устройства."",""Если вы этого не делали, измените пароль, чтобы обезопасить аккаунт."",""Время"",""26 июня, 20:34"",""Устройство"",""Роботы, Роботы, Санкт-Петербург, Россия"",""Узнайте, как защитить аккаунт, на нашем сайте по безопасности."",""Вы получили это письмо, потому что являетесь пользователем Mail‌.ru на основании Пользовательского соглашения."",""‌"",""Copyright 2020 Mail‌.ru Group, Москва — Все права защищены."",""‌"",""Служба поддержки      Mail ID""]",Вход с нового устройства в аккаунт
5efd7d01f8d8ac174e495459,2020-06-26T20:33:00.000Z,security@id.mail.ru,Mail.ru,"[""Вход с нового устройства в аккаунт\n study.ai_172@mail.ru "",""в аккаунт"",""В аккаунт study.ai_172@mail.ru вошли с нового устройства."",""Если вы этого не делали, измените пароль, чтобы обезопасить аккаунт."",""Время"",""26 июня, 20:33"",""Устройство"",""Роботы, Роботы, Санкт-Петербург, Россия"",""Узнайте, как защитить аккаунт, на нашем сайте по безопасности."",""Вы получили это письмо, потому что являетесь пользователем Mail‌.ru на основании Пользовательского соглашения."",""‌"",""Copyright 2020 Mail‌.ru Group, Москва — Все права защищены."",""‌"",""Служба поддержки      Mail ID""]",Вход с нового устройства в аккаунт
5efd7d08f8d8ac174e49545c,2020-06-26T20:29:00.000Z,security@id.mail.ru,Mail.ru,"[""Вход с нового устройства в аккаунт\n study.ai_172@mail.ru "",""в аккаунт"",""В аккаунт study.ai_172@mail.ru вошли с нового устройства."",""Если вы этого не делали, измените пароль, чтобы обезопасить аккаунт."",""Время"",""26 июня, 20:29"",""Устройство"",""Роботы, Роботы, Санкт-Петербург, Россия"",""Узнайте, как защитить аккаунт, на нашем сайте по безопасности."",""Вы получили это письмо, потому что являетесь пользователем Mail‌.ru на основании Пользовательского соглашения."",""‌"",""Copyright 2020 Mail‌.ru Group, Москва — Все права защищены."",""‌"",""Служба поддержки      Mail ID""]",Вход с нового устройства в аккаунт
5efd7d0cf8d8ac174e495460,2020-06-26T20:27:00.000Z,security@id.mail.ru,Mail.ru,"[""Вход с нового устройства в аккаунт\n study.ai_172@mail.ru "",""в аккаунт"",""В аккаунт study.ai_172@mail.ru вошли с нового устройства."",""Если вы этого не делали, измените пароль, чтобы обезопасить аккаунт."",""Время"",""26 июня, 20:27"",""Устройство"",""Роботы, Роботы, Санкт-Петербург, Россия"",""Узнайте, как защитить аккаунт, на нашем сайте по безопасности."",""Вы получили это письмо, потому что являетесь пользователем Mail‌.ru на основании Пользовательского соглашения."",""‌"",""Copyright 2020 Mail‌.ru Group, Москва — Все права защищены."",""‌"",""Служба поддержки      Mail ID""]",Вход с нового устройства в аккаунт
5efd7d0ff8d8ac174e495462,2020-06-26T20:24:00.000Z,security@id.mail.ru,Mail.ru,"[""Вход с нового устройства в аккаунт\n study.ai_172@mail.ru "",""в аккаунт"",""В аккаунт study.ai_172@mail.ru вошли с нового устройства."",""Если вы этого не делали, измените пароль, чтобы обезопасить аккаунт."",""Время"",""26 июня, 20:24"",""Устройство"",""Роботы, Роботы, Санкт-Петербург, Россия"",""Узнайте, как защитить аккаунт, на нашем сайте по безопасности."",""Вы получили это письмо, потому что являетесь пользователем Mail‌.ru на основании Пользовательского соглашения."",""‌"",""Copyright 2020 Mail‌.ru Group, Москва — Все права защищены."",""‌"",""Служба поддержки      Mail ID""]",Вход с нового устройства в аккаунт
5efd7d13f8d8ac174e495464,2020-06-26T20:23:00.000Z,security@id.mail.ru,Mail.ru,"[""Вход с нового устройства в аккаунт\n study.ai_172@mail.ru "",""в аккаунт"",""В аккаунт study.ai_172@mail.ru вошли с нового устройства."",""Если вы этого не делали, измените пароль, чтобы обезопасить аккаунт."",""Время"",""26 июня, 20:23"",""Устройство"",""Роботы, Роботы, Санкт-Петербург, Россия"",""Узнайте, как защитить аккаунт, на нашем сайте по безопасности."",""Вы получили это письмо, потому что являетесь пользователем Mail‌.ru на основании Пользовательского соглашения."",""‌"",""Copyright 2020 Mail‌.ru Group, Москва — Все права защищены."",""‌"",""Служба поддержки      Mail ID""]",Вход с нового устройства в аккаунт
5efd7d16f8d8ac174e495468,2020-06-26T20:22:00.000Z,security@id.mail.ru,Mail.ru,"[""Вход с нового устройства в аккаунт\n study.ai_172@mail.ru "",""в аккаунт"",""В аккаунт study.ai_172@mail.ru вошли с нового устройства."",""Если вы этого не делали, измените пароль, чтобы обезопасить аккаунт."",""Время"",""26 июня, 20:22"",""Устройство"",""Роботы, Роботы, Санкт-Петербург, Россия"",""Узнайте, как защитить аккаунт, на нашем сайте по безопасности."",""Вы получили это письмо, потому что являетесь пользователем Mail‌.ru на основании Пользовательского соглашения."",""‌"",""Copyright 2020 Mail‌.ru Group, Москва — Все права защищены."",""‌"",""Служба поддержки      Mail ID""]",Вход с нового устройства в аккаунт
5efd7d1af8d8ac174e49546a,2020-06-26T20:21:00.000Z,security@id.mail.ru,Mail.ru,"[""Вход с нового устройства в аккаунт\n study.ai_172@mail.ru "",""в аккаунт"",""В аккаунт study.ai_172@mail.ru вошли с нового устройства."",""Если вы этого не делали, измените пароль, чтобы обезопасить аккаунт."",""Время"",""26 июня, 20:21"",""Устройство"",""Роботы, Роботы, Санкт-Петербург, Россия"",""Узнайте, как защитить аккаунт, на нашем сайте по безопасности."",""Вы получили это письмо, потому что являетесь пользователем Mail‌.ru на основании Пользовательского соглашения."",""‌"",""Copyright 2020 Mail‌.ru Group, Москва — Все права защищены."",""‌"",""Служба поддержки      Mail ID""]",Вход с нового устройства в аккаунт
5efd7d1df8d8ac174e49546d,2020-06-26T20:20:00.000Z,security@id.mail.ru,Mail.ru,"[""Вход с нового устройства в аккаунт\n study.ai_172@mail.ru "",""в аккаунт"",""В аккаунт study.ai_172@mail.ru вошли с нового устройства."",""Если вы этого не делали, измените пароль, чтобы обезопасить аккаунт."",""Время"",""26 июня, 20:20"",""Устройство"",""Роботы, Роботы, Санкт-Петербург, Россия"",""Узнайте, как защитить аккаунт, на нашем сайте по безопасности."",""Вы получили это письмо, потому что являетесь пользователем Mail‌.ru на основании Пользовательского соглашения."",""‌"",""Copyright 2020 Mail‌.ru Group, Москва — Все права защищены."",""‌"",""Служба поддержки      Mail ID""]",Вход с нового устройства в аккаунт
5efd7d21f8d8ac174e495470,2020-06-26T20:17:00.000Z,security@id.mail.ru,Mail.ru,"[""Вход с нового устройства в аккаунт\n study.ai_172@mail.ru "",""в аккаунт"",""В аккаунт study.ai_172@mail.ru вошли с нового устройства."",""Если вы этого не делали, измените пароль, чтобы обезопасить аккаунт."",""Время"",""26 июня, 20:17"",""Устройство"",""Роботы, Роботы, Санкт-Петербург, Россия"",""Узнайте, как защитить аккаунт, на нашем сайте по безопасности."",""Вы получили это письмо, потому что являетесь пользователем Mail‌.ru на основании Пользовательского соглашения."",""‌"",""Copyright 2020 Mail‌.ru Group, Москва — Все права защищены."",""‌"",""Служба поддержки      Mail ID""]",Вход с нового устройства в аккаунт
5efd7d24f8d8ac174e495472,2020-06-26T20:16:00.000Z,security@id.mail.ru,Mail.ru,"[""Вход с нового устройства в аккаунт\n study.ai_172@mail.ru "",""в аккаунт"",""В аккаунт study.ai_172@mail.ru вошли с нового устройства."",""Если вы этого не делали, измените пароль, чтобы обезопасить аккаунт."",""Время"",""26 июня, 20:16"",""Устройство"",""Роботы, Роботы, Санкт-Петербург, Россия"",""Узнайте, как защитить аккаунт, на нашем сайте по безопасности."",""Вы получили это письмо, потому что являетесь пользователем Mail‌.ru на основании Пользовательского соглашения."",""‌"",""Copyright 2020 Mail‌.ru Group, Москва — Все права защищены."",""‌"",""Служба поддержки      Mail ID""]",Вход с нового устройства в аккаунт
5efd7d2df8d8ac174e495476,2020-06-26T20:14:00.000Z,security@id.mail.ru,Mail.ru,"[""Вход с нового устройства в аккаунт\n study.ai_172@mail.ru "",""в аккаунт"",""В аккаунт study.ai_172@mail.ru вошли с нового устройства."",""Если вы этого не делали, измените пароль, чтобы обезопасить аккаунт."",""Время"",""26 июня, 20:14"",""Устройство"",""Роботы, Роботы, Санкт-Петербург, Россия"",""Узнайте, как защитить аккаунт, на нашем сайте по безопасности."",""Вы получили это письмо, потому что являетесь пользователем Mail‌.ru на основании Пользовательского соглашения."",""‌"",""Copyright 2020 Mail‌.ru Group, Москва — Все права защищены."",""‌"",""Служба поддержки      Mail ID""]",Вход с нового устройства в аккаунт
5efd7d37f8d8ac174e49547a,2020-06-26T20:11:00.000Z,security@id.mail.ru,Mail.ru,"[""Вход с нового устройства в аккаунт\n study.ai_172@mail.ru "",""в аккаунт"",""В аккаунт study.ai_172@mail.ru вошли с нового устройства."",""Если вы этого не делали, измените пароль, чтобы обезопасить аккаунт."",""Время"",""26 июня, 20:11"",""Устройство"",""Роботы, Роботы, Санкт-Петербург, Россия"",""Узнайте, как защитить аккаунт, на нашем сайте по безопасности."",""Вы получили это письмо, потому что являетесь пользователем Mail‌.ru на основании Пользовательского соглашения."",""‌"",""Copyright 2020 Mail‌.ru Group, Москва — Все права защищены."",""‌"",""Служба поддержки      Mail ID""]",Вход с нового устройства в аккаунт
5efd7d41f8d8ac174e495482,2020-06-26T20:09:00.000Z,security@id.mail.ru,Mail.ru,"[""Вход с нового устройства в аккаунт\n study.ai_172@mail.ru "",""в аккаунт"",""В аккаунт study.ai_172@mail.ru вошли с нового устройства."",""Если вы этого не делали, измените пароль, чтобы обезопасить аккаунт."",""Время"",""26 июня, 20:09"",""Устройство"",""Роботы, Роботы, Санкт-Петербург, Россия"",""Узнайте, как защитить аккаунт, на нашем сайте по безопасности."",""Вы получили это письмо, потому что являетесь пользователем Mail‌.ru на основании Пользовательского соглашения."",""‌"",""Copyright 2020 Mail‌.ru Group, Москва — Все права защищены."",""‌"",""Служба поддержки      Mail ID""]",Вход с нового устройства в аккаунт
5efd7de0f8d8ac174e4954bd,2020-06-26T20:06:00.000Z,security@id.mail.ru,Mail.ru,"[""Вход с нового устройства в аккаунт\n study.ai_172@mail.ru "",""в аккаунт"",""В аккаунт study.ai_172@mail.ru вошли с нового устройства."",""Если вы этого не делали, измените пароль, чтобы обезопасить аккаунт."",""Время"",""26 июня, 20:06"",""Устройство"",""Роботы, Роботы, Санкт-Петербург, Россия"",""Узнайте, как защитить аккаунт, на нашем сайте по безопасности."",""Вы получили это письмо, потому что являетесь пользователем Mail‌.ru на основании Пользовательского соглашения."",""‌"",""Copyright 2020 Mail‌.ru Group, Москва — Все права защищены."",""‌"",""Служба поддержки      Mail ID""]",Вход с нового устройства в аккаунт
5efd7de5f8d8ac174e4954bf,2020-06-26T20:04:00.000Z,security@id.mail.ru,Mail.ru,"[""Вход с нового устройства в аккаунт\n study.ai_172@mail.ru "",""в аккаунт"",""В аккаунт study.ai_172@mail.ru вошли с нового устройства."",""Если вы этого не делали, измените пароль, чтобы обезопасить аккаунт."",""Время"",""26 июня, 20:04"",""Устройство"",""Роботы, Роботы, Санкт-Петербург, Россия"",""Узнайте, как защитить аккаунт, на нашем сайте по безопасности."",""Вы получили это письмо, потому что являетесь пользователем Mail‌.ru на основании Пользовательского соглашения."",""‌"",""Copyright 2020 Mail‌.ru Group, Москва — Все права защищены."",""‌"",""Служба поддержки      Mail ID""]",Вход с нового устройства в аккаунт
5efd7de9f8d8ac174e4954c3,2020-06-26T20:02:00.000Z,security@id.mail.ru,Mail.ru,"[""Вход с нового устройства в аккаунт\n study.ai_172@mail.ru "",""в аккаунт"",""В аккаунт study.ai_172@mail.ru вошли с нового устройства."",""Если вы этого не делали, измените пароль, чтобы обезопасить аккаунт."",""Время"",""26 июня, 20:02"",""Устройство"",""Роботы, Роботы, Санкт-Петербург, Россия"",""Узнайте, как защитить аккаунт, на нашем сайте по безопасности."",""Вы получили это письмо, потому что являетесь пользователем Mail‌.ru на основании Пользовательского соглашения."",""‌"",""Copyright 2020 Mail‌.ru Group, Москва — Все права защищены."",""‌"",""Служба поддержки      Mail ID""]",Вход с нового устройства в аккаунт
5efd7decf8d8ac174e4954c5,2020-06-26T19:58:00.000Z,security@id.mail.ru,Mail.ru,"[""Вход с нового устройства в аккаунт\n study.ai_172@mail.ru "",""в аккаунт"",""В аккаунт study.ai_172@mail.ru вошли с нового устройства."",""Если вы этого не делали, измените пароль, чтобы обезопасить аккаунт."",""Время"",""26 июня, 19:58"",""Устройство"",""Роботы, Роботы, Санкт-Петербург, Россия"",""Узнайте, как защитить аккаунт, на нашем сайте по безопасности."",""Вы получили это письмо, потому что являетесь пользователем Mail‌.ru на основании Пользовательского соглашения."",""‌"",""Copyright 2020 Mail‌.ru Group, Москва — Все права защищены."",""‌"",""Служба поддержки      Mail ID""]",Вход с нового устройства в аккаунт
5efd7df0f8d8ac174e4954c8,2020-06-26T19:52:00.000Z,security@id.mail.ru,Mail.ru,"[""Вход с нового устройства в аккаунт\n study.ai_172@mail.ru "",""в аккаунт"",""В аккаунт study.ai_172@mail.ru вошли с нового устройства."",""Если вы этого не делали, измените пароль, чтобы обезопасить аккаунт."",""Время"",""26 июня, 19:52"",""Устройство"",""Роботы, Роботы, Санкт-Петербург, Россия"",""Узнайте, как защитить аккаунт, на нашем сайте по безопасности."",""Вы получили это письмо, потому что являетесь пользователем Mail‌.ru на основании Пользовательского соглашения."",""‌"",""Copyright 2020 Mail‌.ru Group, Москва — Все права защищены."",""‌"",""Служба поддержки      Mail ID""]",Вход с нового устройства в аккаунт
5efd7df5f8d8ac174e4954cb,2020-06-26T19:51:00.000Z,security@id.mail.ru,Mail.ru,"[""Вход с нового устройства в аккаунт\n study.ai_172@mail.ru "",""в аккаунт"",""В аккаунт study.ai_172@mail.ru вошли с нового устройства."",""Если вы этого не делали, измените пароль, чтобы обезопасить аккаунт."",""Время"",""26 июня, 19:51"",""Устройство"",""Роботы, Роботы, Санкт-Петербург, Россия"",""Узнайте, как защитить аккаунт, на нашем сайте по безопасности."",""Вы получили это письмо, потому что являетесь пользователем Mail‌.ru на основании Пользовательского соглашения."",""‌"",""Copyright 2020 Mail‌.ru Group, Москва — Все права защищены."",""‌"",""Служба поддержки      Mail ID""]",Вход с нового устройства в аккаунт
5efd7df9f8d8ac174e4954cd,2020-06-26T19:50:00.000Z,security@id.mail.ru,Mail.ru,"[""Вход с нового устройства в аккаунт\n study.ai_172@mail.ru "",""в аккаунт"",""В аккаунт study.ai_172@mail.ru вошли с нового устройства."",""Если вы этого не делали, измените пароль, чтобы обезопасить аккаунт."",""Время"",""26 июня, 19:50"",""Устройство"",""Роботы, Роботы, Санкт-Петербург, Россия"",""Узнайте, как защитить аккаунт, на нашем сайте по безопасности."",""Вы получили это письмо, потому что являетесь пользователем Mail‌.ru на основании Пользовательского соглашения."",""‌"",""Copyright 2020 Mail‌.ru Group, Москва — Все права защищены."",""‌"",""Служба поддержки      Mail ID""]",Вход с нового устройства в аккаунт
5efd7dfdf8d8ac174e4954d0,2020-06-26T19:47:00.000Z,security@id.mail.ru,Mail.ru,"[""Вход с нового устройства в аккаунт\n study.ai_172@mail.ru "",""в аккаунт"",""В аккаунт study.ai_172@mail.ru вошли с нового устройства."",""Если вы этого не делали, измените пароль, чтобы обезопасить аккаунт."",""Время"",""26 июня, 19:47"",""Устройство"",""Роботы, Роботы, Санкт-Петербург, Россия"",""Узнайте, как защитить аккаунт, на нашем сайте по безопасности."",""Вы получили это письмо, потому что являетесь пользователем Mail‌.ru на основании Пользовательского соглашения."",""‌"",""Copyright 2020 Mail‌.ru Group, Москва — Все права защищены."",""‌"",""Служба поддержки      Mail ID""]",Вход с нового устройства в аккаунт
5efd7e01f8d8ac174e4954d3,2020-06-26T19:42:00.000Z,security@id.mail.ru,Mail.ru,"[""Вход с нового устройства в аккаунт\n study.ai_172@mail.ru "",""в аккаунт"",""В аккаунт study.ai_172@mail.ru вошли с нового устройства."",""Если вы этого не делали, измените пароль, чтобы обезопасить аккаунт."",""Время"",""26 июня, 19:42"",""Устройство"",""Роботы, Роботы, Санкт-Петербург, Россия"",""Узнайте, как защитить аккаунт, на нашем сайте по безопасности."",""Вы получили это письмо, потому что являетесь пользователем Mail‌.ru на основании Пользовательского соглашения."",""‌"",""Copyright 2020 Mail‌.ru Group, Москва — Все права защищены."",""‌"",""Служба поддержки      Mail ID""]",Вход с нового устройства в аккаунт
5efd7e05f8d8ac174e4954d6,2020-06-26T19:27:00.000Z,security@id.mail.ru,Mail.ru,"[""Вход с нового устройства в аккаунт\n study.ai_172@mail.ru "",""в аккаунт"",""В аккаунт study.ai_172@mail.ru вошли с нового устройства."",""Если вы этого не делали, измените пароль, чтобы обезопасить аккаунт."",""Время"",""26 июня, 19:27"",""Устройство"",""Роботы, Роботы, Санкт-Петербург, Россия"",""Узнайте, как защитить аккаунт, на нашем сайте по безопасности."",""Вы получили это письмо, потому что являетесь пользователем Mail‌.ru на основании Пользовательского соглашения."",""‌"",""Copyright 2020 Mail‌.ru Group, Москва — Все права защищены."",""‌"",""Служба поддержки      Mail ID""]",Вход с нового устройства в аккаунт
5efd7e09f8d8ac174e4954d9,2020-06-26T19:26:00.000Z,security@id.mail.ru,Mail.ru,"[""Вход с нового устройства в аккаунт\n study.ai_172@mail.ru "",""в аккаунт"",""В аккаунт study.ai_172@mail.ru вошли с нового устройства."",""Если вы этого не делали, измените пароль, чтобы обезопасить аккаунт."",""Время"",""26 июня, 19:26"",""Устройство"",""Роботы, Роботы, Санкт-Петербург, Россия"",""Узнайте, как защитить аккаунт, на нашем сайте по безопасности."",""Вы получили это письмо, потому что являетесь пользователем Mail‌.ru на основании Пользовательского соглашения."",""‌"",""Copyright 2020 Mail‌.ru Group, Москва — Все права защищены."",""‌"",""Служба поддержки      Mail ID""]",Вход с нового устройства в аккаунт
5efd7e0df8d8ac174e4954db,2020-06-26T19:04:00.000Z,security@id.mail.ru,Mail.ru,"[""Вход с нового устройства в аккаунт\n study.ai_172@mail.ru "",""в аккаунт"",""В аккаунт study.ai_172@mail.ru вошли с нового устройства."",""Если вы этого не делали, измените пароль, чтобы обезопасить аккаунт."",""Время"",""26 июня, 19:04"",""Устройство"",""Роботы, Роботы, Санкт-Петербург, Россия"",""Узнайте, как защитить аккаунт, на нашем сайте по безопасности."",""Вы получили это письмо, потому что являетесь пользователем Mail‌.ru на основании Пользовательского соглашения."",""‌"",""Copyright 2020 Mail‌.ru Group, Москва — Все права защищены."",""‌"",""Служба поддержки      Mail ID""]",Вход с нового устройства в аккаунт
5efd7e11f8d8ac174e4954de,2020-06-26T19:03:00.000Z,security@id.mail.ru,Mail.ru,"[""Вход с нового устройства в аккаунт\n study.ai_172@mail.ru "",""в аккаунт"",""В аккаунт study.ai_172@mail.ru вошли с нового устройства."",""Если вы этого не делали, измените пароль, чтобы обезопасить аккаунт."",""Время"",""26 июня, 19:03"",""Устройство"",""Роботы, Роботы, Санкт-Петербург, Россия"",""Узнайте, как защитить аккаунт, на нашем сайте по безопасности."",""Вы получили это письмо, потому что являетесь пользователем Mail‌.ru на основании Пользовательского соглашения."",""‌"",""Copyright 2020 Mail‌.ru Group, Москва — Все права защищены."",""‌"",""Служба поддержки      Mail ID""]",Вход с нового устройства в аккаунт
